engine,page,page_family,impressions,clicks,ctr,position,position_bucket,expected_ctr,ctr_gap,ownership_confidence,opportunity_score,priority
"google","/compare/ETN-vs-GEV","comparison","5","0","0","8.4","6-10","0.035","0.035","high","0.17500000000000002","P0_POSITION_4_10_LOW_CTR"
"google","/compare/HRI-vs-WSC","comparison","5","0","0","8.2","6-10","0.035","0.035","high","0.17500000000000002","P0_POSITION_4_10_LOW_CTR"
"google","/compare/NVTS-vs-ONDS","comparison","5","0","0","6.8","6-10","0.035","0.035","high","0.17500000000000002","P0_POSITION_4_10_LOW_CTR"
"google","/compare/NYAX-vs-PDFS","comparison","5","0","0","8.6","6-10","0.035","0.035","high","0.17500000000000002","P0_POSITION_4_10_LOW_CTR"
"google","/compare/VEEV-vs-WST","comparison","5","0","0","8.4","6-10","0.035","0.035","high","0.17500000000000002","P0_POSITION_4_10_LOW_CTR"
"google","/stocks/AMR/free-cash-flow","free-cash-flow","5","0","0","9.8","6-10","0.035","0.035","high","0.17500000000000002","P0_POSITION_4_10_LOW_CTR"
"google","/stocks/DLB/free-cash-flow","free-cash-flow","5","0","0","7.2","6-10","0.035","0.035","high","0.17500000000000002","P0_POSITION_4_10_LOW_CTR"
"google","/stocks/NKE/net-income","net-income","5","0","0","6.8","6-10","0.035","0.035","high","0.17500000000000002","P0_POSITION_4_10_LOW_CTR"
"google","/compare/ADM-vs-SYY","comparison","4","0","0","3.75","4-5","0.07","0.07","high","0.168","P1_REVIEW"
"google","/compare/AURA-vs-RLMD","comparison","1","0","0","1","1-3","0.28","0.28","high","0.168","P1_REVIEW"
"google","/compare/CACC-vs-SIGI","comparison","1","0","0","1","1-3","0.28","0.28","high","0.168","P1_REVIEW"
"google","/compare/CG-vs-EWBC","comparison","1","0","0","1","1-3","0.28","0.28","high","0.168","P1_REVIEW"
"google","/compare/DRI-vs-SW","comparison","1","0","0","1","1-3","0.28","0.28","high","0.168","P1_REVIEW"
"google","/compare/FFIV-vs-TEAM","comparison","1","0","0","1","1-3","0.28","0.28","high","0.168","P1_REVIEW"
"google","/compare/FSLR-vs-ZM","comparison","1","0","0","1","1-3","0.28","0.28","high","0.168","P1_REVIEW"
"google","/compare/ICE-vs-TFC","comparison","1","0","0","1","1-3","0.28","0.28","high","0.168","P1_REVIEW"
"google","/compare/LSCC-vs-SITM","comparison","1","0","0","1","1-3","0.28","0.28","high","0.168","P1_REVIEW"
"google","/compare/RMIX-vs-SGML","comparison","1","0","0","1","1-3","0.28","0.28","high","0.168","P1_REVIEW"
"google","/compare/RTO-vs-TXT","comparison","1","0","0","1","1-3","0.28","0.28","high","0.168","P1_REVIEW"
"google","/stocks/AMZN/total-debt","total-debt","1","0","0","1","1-3","0.28","0.28","high","0.168","P1_REVIEW"
"google","/stocks/APG/dividend-history","dividend-history","1","0","0","1","1-3","0.28","0.28","high","0.168","P1_REVIEW"
"google","/stocks/DRI/free-cash-flow","free-cash-flow","1","0","0","1","1-3","0.28","0.28","high","0.168","P1_REVIEW"
"google","/stocks/EQR/eps","eps","1","0","0","1","1-3","0.28","0.28","high","0.168","P1_REVIEW"
"google","/stocks/FANG/pe-ratio","pe-ratio","1","0","0","1","1-3","0.28","0.28","high","0.168","P1_REVIEW"
"google","/stocks/FCX/eps","eps","1","0","0","1","1-3","0.28","0.28","high","0.168","P1_REVIEW"
"google","/stocks/HRB/gross-profit","gross-profit","1","0","0","1","1-3","0.28","0.28","high","0.168","P1_REVIEW"
"google","/stocks/LH/eps","eps","1","0","0","1","1-3","0.28","0.28","high","0.168","P1_REVIEW"
"google","/stocks/MO/pe-ratio","pe-ratio","1","0","0","1","1-3","0.28","0.28","high","0.168","P1_REVIEW"
"google","/stocks/NEM/eps","eps","1","0","0","1","1-3","0.28","0.28","high","0.168","P1_REVIEW"
"google","/stocks/NVDA/gross-profit","gross-profit","1","0","0","1","1-3","0.28","0.28","high","0.168","P1_REVIEW"
"google","/stocks/ONTO/free-cash-flow","free-cash-flow","1","0","0","1","1-3","0.28","0.28","high","0.168","P1_REVIEW"
"google","/stocks/WTW/total-debt","total-debt","1","0","0","1","1-3","0.28","0.28","high","0.168","P1_REVIEW"
"google","/stocks/AVAV","other","6","0","0","8.333333333333332","6-10","0.035","0.035","medium","0.15750000000000003","P0_POSITION_4_10_LOW_CTR"
"google","/stocks/BDC","other","6","0","0","6.333333333333333","6-10","0.035","0.035","medium","0.15750000000000003","P0_POSITION_4_10_LOW_CTR"
"google","/stocks/GTLS","other","6","0","0","5.833333333333333","6-10","0.035","0.035","medium","0.15750000000000003","P0_POSITION_4_10_LOW_CTR"
"google","/terms","other","3","0","0","4.666666666666666","4-5","0.07","0.07","medium","0.15750000000000003","P0_POSITION_4_10_LOW_CTR"
"google","/compare/AJG-vs-ALL","comparison","2","0","0","3","1-3","0.12","0.12","high","0.144","P1_REVIEW"
"google","/compare/ALAB-vs-CIEN","comparison","2","0","0","2","1-3","0.12","0.12","high","0.144","P1_REVIEW"
"google","/compare/CLVT-vs-HLIT","comparison","2","0","0","3","1-3","0.12","0.12","high","0.144","P1_REVIEW"
"google","/compare/CNR-vs-CNX","comparison","2","0","0","2","1-3","0.12","0.12","high","0.144","P1_REVIEW"
"google","/compare/DE-vs-ETN","comparison","2","0","0","3","1-3","0.12","0.12","high","0.144","P1_REVIEW"
"google","/compare/DHR-vs-VRTX","comparison","2","0","0","2","1-3","0.12","0.12","high","0.144","P1_REVIEW"
"google","/compare/FLY-vs-KRMN","comparison","2","0","0","2","1-3","0.12","0.12","high","0.144","P1_REVIEW"
"google","/compare/IMMX-vs-PHR","comparison","2","0","0","3","1-3","0.12","0.12","high","0.144","P1_REVIEW"
"google","/compare/KGS-vs-WFRD","comparison","2","0","0","3","1-3","0.12","0.12","high","0.144","P1_REVIEW"
"google","/compare/KLAC-vs-PLTR","comparison","2","0","0","2.5","1-3","0.12","0.12","high","0.144","P1_REVIEW"
"google","/compare/KNTK-vs-SOBO","comparison","2","0","0","3","1-3","0.12","0.12","high","0.144","P1_REVIEW"
"google","/compare/MPT-vs-PK","comparison","2","0","0","2","1-3","0.12","0.12","high","0.144","P1_REVIEW"
"google","/compare/MRSH-vs-TRV","comparison","2","0","0","2","1-3","0.12","0.12","high","0.144","P1_REVIEW"
"google","/compare/PLTR-vs-TXN","comparison","2","0","0","3","1-3","0.12","0.12","high","0.144","P1_REVIEW"
"google","/compare/SITM-vs-TTMI","comparison","2","0","0","2","1-3","0.12","0.12","high","0.144","P1_REVIEW"
"google","/stocks/DHI/eps","eps","2","0","0","2.5","1-3","0.12","0.12","high","0.144","P1_REVIEW"
"google","/stocks/ETR/dividend-history","dividend-history","2","0","0","3","1-3","0.12","0.12","high","0.144","P1_REVIEW"
"google","/stocks/IRT/net-income","net-income","2","0","0","3","1-3","0.12","0.12","high","0.144","P1_REVIEW"
"google","/stocks/MDLZ/gross-profit","gross-profit","2","0","0","2","1-3","0.12","0.12","high","0.144","P1_REVIEW"
"google","/stocks/NKE/gross-profit","gross-profit","2","0","0","2","1-3","0.12","0.12","high","0.144","P1_REVIEW"
"google","/stocks/R/eps","eps","2","0","0","2","1-3","0.12","0.12","high","0.144","P1_REVIEW"
"google","/compare/ACMR-vs-NOVT","comparison","2","0","0","4","4-5","0.07","0.07","high","0.14","P0_POSITION_4_10_LOW_CTR"
"google","/compare/AMC-vs-WB","comparison","2","0","0","5","4-5","0.07","0.07","high","0.14","P0_POSITION_4_10_LOW_CTR"
"google","/compare/AMD-vs-KLAC","comparison","2","0","0","4.5","4-5","0.07","0.07","high","0.14","P0_POSITION_4_10_LOW_CTR"
"google","/compare/ANET-vs-PANW","comparison","4","0","0","8","6-10","0.035","0.035","high","0.14","P0_POSITION_4_10_LOW_CTR"
"google","/compare/APOG-vs-MATW","comparison","2","0","0","5","4-5","0.07","0.07","high","0.14","P0_POSITION_4_10_LOW_CTR"
"google","/compare/ARXS-vs-BWXT","comparison","2","0","0","5","4-5","0.07","0.07","high","0.14","P0_POSITION_4_10_LOW_CTR"
"google","/compare/AZN-vs-TMO","comparison","4","0","0","9.5","6-10","0.035","0.035","high","0.14","P0_POSITION_4_10_LOW_CTR"
"google","/compare/BAC-vs-MS","comparison","4","0","0","5.5","6-10","0.035","0.035","high","0.14","P0_POSITION_4_10_LOW_CTR"
"google","/compare/CHRW-vs-EXPD","comparison","4","0","0","8.75","6-10","0.035","0.035","high","0.14","P0_POSITION_4_10_LOW_CTR"
"google","/compare/CLYM-vs-TLRY","comparison","2","0","0","5","4-5","0.07","0.07","high","0.14","P0_POSITION_4_10_LOW_CTR"
"google","/compare/DELL-vs-MRVL","comparison","4","0","0","6.25","6-10","0.035","0.035","high","0.14","P0_POSITION_4_10_LOW_CTR"
"google","/compare/EG-vs-RGA","comparison","2","0","0","5","4-5","0.07","0.07","high","0.14","P0_POSITION_4_10_LOW_CTR"
"google","/compare/EOG-vs-EPD","comparison","2","0","0","5","4-5","0.07","0.07","high","0.14","P0_POSITION_4_10_LOW_CTR"
"google","/compare/ET-vs-KMI","comparison","4","0","0","8.75","6-10","0.035","0.035","high","0.14","P0_POSITION_4_10_LOW_CTR"
"google","/compare/GIS-vs-HRL","comparison","4","0","0","9.75","6-10","0.035","0.035","high","0.14","P0_POSITION_4_10_LOW_CTR"
"google","/compare/HSY-vs-KDP","comparison","2","0","0","5","4-5","0.07","0.07","high","0.14","P0_POSITION_4_10_LOW_CTR"
"google","/compare/ISRG-vs-TMO","comparison","2","0","0","4","4-5","0.07","0.07","high","0.14","P0_POSITION_4_10_LOW_CTR"
"google","/compare/LAD-vs-SGHC","comparison","2","0","0","4","4-5","0.07","0.07","high","0.14","P0_POSITION_4_10_LOW_CTR"
"google","/compare/LXRX-vs-TBPH","comparison","4","0","0","8","6-10","0.035","0.035","high","0.14","P0_POSITION_4_10_LOW_CTR"
"google","/compare/MCK-vs-SYK","comparison","4","0","0","7.75","6-10","0.035","0.035","high","0.14","P0_POSITION_4_10_LOW_CTR"
"google","/compare/NEM-vs-RIO","comparison","4","0","0","8.25","6-10","0.035","0.035","high","0.14","P0_POSITION_4_10_LOW_CTR"
"google","/compare/NRG-vs-PPL","comparison","4","0","0","7.5","6-10","0.035","0.035","high","0.14","P0_POSITION_4_10_LOW_CTR"
"google","/compare/OKE-vs-OXY","comparison","2","0","0","4.5","4-5","0.07","0.07","high","0.14","P0_POSITION_4_10_LOW_CTR"
"google","/compare/PEP-vs-PG","comparison","4","0","0","8.25","6-10","0.035","0.035","high","0.14","P0_POSITION_4_10_LOW_CTR"
"google","/compare/PG-vs-PM","comparison","4","0","0","6","6-10","0.035","0.035","high","0.14","P0_POSITION_4_10_LOW_CTR"
"google","/compare/PWR-vs-VRT","comparison","4","0","0","6.75","6-10","0.035","0.035","high","0.14","P0_POSITION_4_10_LOW_CTR"
"google","/compare/RDW-vs-SMR","comparison","2","0","0","4.5","4-5","0.07","0.07","high","0.14","P0_POSITION_4_10_LOW_CTR"
"google","/compare/SBLK-vs-ZIM","comparison","4","0","0","8.25","6-10","0.035","0.035","high","0.14","P0_POSITION_4_10_LOW_CTR"
"google","/compare/SHOP-vs-UBER","comparison","4","0","0","5.75","6-10","0.035","0.035","high","0.14","P0_POSITION_4_10_LOW_CTR"
"google","/compare/SITE-vs-TREX","comparison","4","0","0","7.5","6-10","0.035","0.035","high","0.14","P0_POSITION_4_10_LOW_CTR"
"google","/stocks/AAPL/total-debt","total-debt","2","0","0","4","4-5","0.07","0.07","high","0.14","P0_POSITION_4_10_LOW_CTR"
"google","/stocks/ACI/gross-profit","gross-profit","4","0","0","5.5","6-10","0.035","0.035","high","0.14","P0_POSITION_4_10_LOW_CTR"
"google","/stocks/APD/shares-outstanding","shares-outstanding","4","0","0","7.25","6-10","0.035","0.035","high","0.14","P0_POSITION_4_10_LOW_CTR"
"google","/stocks/AWI/shares-outstanding","shares-outstanding","4","0","0","6.25","6-10","0.035","0.035","high","0.14","P0_POSITION_4_10_LOW_CTR"
"google","/stocks/COP/gross-profit","gross-profit","4","0","0","7.5","6-10","0.035","0.035","high","0.14","P0_POSITION_4_10_LOW_CTR"
"google","/stocks/CWEN/free-cash-flow","free-cash-flow","4","0","0","8","6-10","0.035","0.035","high","0.14","P0_POSITION_4_10_LOW_CTR"
"google","/stocks/EGP/pe-ratio","pe-ratio","2","0","0","5","4-5","0.07","0.07","high","0.14","P0_POSITION_4_10_LOW_CTR"
"google","/stocks/GE/gross-profit","gross-profit","2","0","0","4","4-5","0.07","0.07","high","0.14","P0_POSITION_4_10_LOW_CTR"
"google","/stocks/GO/revenue","revenue","4","0","0","7.75","6-10","0.035","0.035","high","0.14","P0_POSITION_4_10_LOW_CTR"
"google","/stocks/GXO/free-cash-flow","free-cash-flow","2","0","0","5","4-5","0.07","0.07","high","0.14","P0_POSITION_4_10_LOW_CTR"
"google","/stocks/ITGR/gross-profit","gross-profit","2","0","0","5","4-5","0.07","0.07","high","0.14","P0_POSITION_4_10_LOW_CTR"
"google","/stocks/NVDA/revenue","revenue","4","0","0","7","6-10","0.035","0.035","high","0.14","P0_POSITION_4_10_LOW_CTR"
"google","/stocks/PECO/revenue","revenue","2","0","0","5","4-5","0.07","0.07","high","0.14","P0_POSITION_4_10_LOW_CTR"
"google","/stocks/POOL/shares-outstanding","shares-outstanding","4","0","0","5.75","6-10","0.035","0.035","high","0.14","P0_POSITION_4_10_LOW_CTR"
"google","/stocks/ROP/total-debt","total-debt","2","0","0","4.5","4-5","0.07","0.07","high","0.14","P0_POSITION_4_10_LOW_CTR"
"google","/stocks/RSG/eps","eps","2","0","0","5","4-5","0.07","0.07","high","0.14","P0_POSITION_4_10_LOW_CTR"
